Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
891,0.41,Premium,G,SI1,61.4,60.0,4.75,4.82,2.94,719
2154,0.43,Ideal,G,VS1,61.1,56.0,4.86,4.9,2.98,943
15322,0.71,Ideal,J,VS1,61.9,55.0,5.69,5.75,3.54,1932
6890,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,6196
11309,0.53,Ideal,E,VS2,60.0,57.0,5.3,5.24,3.16,1813
17976,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1192
18384,0.4,Ideal,F,SI2,61.5,56.0,4.75,4.78,2.93,764
22667,0.3,Premium,F,VS2,62.2,58.0,4.28,4.31,2.67,605
12590,1.01,Premium,I,SI2,62.6,58.0,6.43,6.38,4.01,3818
4009,0.71,Very Good,F,VS2,63.1,58.0,5.65,5.7,3.58,2588
14701,0.51,Premium,G,VVS2,61.7,58.0,5.18,5.13,3.18,1974
22814,0.34,Very Good,E,SI1,62.9,55.0,4.47,4.5,2.82,596
24026,0.23,Good,D,VVS1,64.8,58.0,3.83,3.85,2.49,478
9778,1.01,Very Good,F,SI1,62.3,55.0,6.38,6.42,3.99,5789
26251,2.0,Very Good,H,SI2,59.7,61.0,8.15,8.2,4.88,15312
7802,1.53,Very Good,I,SI2,61.6,56.0,7.39,7.45,4.57,7406
26478,0.6,Premium,D,VS2,60.9,61.0,5.43,5.4,3.3,1808
11472,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4377
15609,0.52,Premium,G,VS1,62.4,59.0,5.13,5.16,3.21,1689
3466,0.55,Ideal,F,VS2,61.4,57.0,5.26,5.3,3.24,2026
4131,0.56,Ideal,D,SI1,61.3,55.0,5.32,5.35,3.27,1708
23114,0.5,Good,E,SI1,63.7,56.0,5.06,5.02,3.21,1415
15472,0.23,Very Good,F,VVS2,61.7,55.0,3.99,4.05,2.48,498
13737,1.26,Premium,I,VS2,61.2,59.0,7.03,6.9,4.26,6350
9878,1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,5154
25246,2.08,Premium,H,SI1,62.6,59.0,8.13,8.1,5.08,17778
2677,0.71,Premium,I,VS1,,59.0,5.75,5.71,3.58,2202
14412,0.7,Ideal,D,SI2,62.1,55.0,5.68,5.73,3.54,2553
3824,1.01,Premium,I,SI2,59.4,57.0,6.59,6.57,3.91,3971
8214,0.52,Ideal,E,VS1,62.6,57.0,5.11,5.15,3.21,1668
3679,0.3,Ideal,G,VS1,62.0,54.0,4.3,4.35,2.68,605
12746,1.51,Good,I,SI1,63.9,63.0,7.17,7.2,4.59,7233
11878,1.7,Ideal,H,VS2,62.2,57.0,7.63,7.67,4.76,13632
15204,0.23,Ideal,G,VS1,61.9,54.0,3.93,3.95,2.44,404
2511,1.14,Ideal,J,SI2,61.5,57.0,6.73,6.77,4.15,4212
11839,0.43,Very Good,E,SI1,63.2,57.0,4.84,4.78,3.04,948
15358,1.0,Ideal,F,SI1,63.0,56.0,6.41,6.38,4.03,5656
4716,0.4,Premium,G,SI1,61.4,60.0,4.71,4.67,2.88,900
13360,0.93,Very Good,G,SI2,62.7,57.0,6.21,6.26,3.91,3738
1149,0.5,Ideal,E,VS2,60.6,59.0,5.1,5.2,3.12,1655
23253,1.01,Premium,G,VS2,62.9,58.0,6.39,6.3,3.99,6108
15230,1.51,Fair,H,VS1,58.0,67.0,7.63,7.57,4.41,11263
5300,0.3,Ideal,G,VVS2,62.2,55.0,4.33,4.29,2.68,878
25458,0.57,Ideal,F,VS2,61.7,57.0,5.33,5.36,3.3,1754
14716,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,1103
22819,0.42,Ideal,G,VS2,62.2,54.1,4.8,4.83,3.0,907
20105,1.03,Premium,H,SI1,62.2,60.0,6.4,6.43,3.99,4843
25617,0.91,Ideal,I,VS2,,56.0,6.18,6.22,3.84,4199
18200,1.57,Premium,I,SI2,62.2,60.0,7.43,7.36,4.6,6401
16578,0.32,Very Good,F,VVS2,62.3,57.0,4.38,4.41,2.73,778
4894,0.7,Good,F,VS1,63.7,55.0,5.56,5.61,3.56,2724
3819,1.1,Premium,E,VVS2,60.1,58.0,6.76,6.69,4.04,10577
13162,0.85,Fair,J,I1,65.5,59.0,5.95,5.82,3.86,1334
3707,1.4,Premium,D,SI2,61.8,54.0,7.21,7.16,4.44,8419
14157,0.31,Premium,H,VVS2,61.4,59.0,4.35,4.38,2.68,625
6894,0.47,Very Good,E,VS1,61.8,58.0,4.97,5.03,3.09,1566
1876,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.78,3.47,2312
9130,1.02,Premium,E,VVS1,61.5,59.0,6.46,6.41,3.96,11163
25299,2.14,Very Good,I,VS2,62.8,59.0,8.16,8.21,5.14,15931
6822,0.73,Ideal,H,SI2,61.6,57.0,5.79,5.81,3.57,2260
795,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,1749
23597,1.6,Premium,H,SI1,62.1,60.0,7.54,7.49,4.66,9017
23089,0.27,Very Good,G,VVS1,61.0,56.0,4.21,4.25,2.57,566
15914,0.3,Ideal,D,SI1,61.6,56.0,4.3,4.34,2.66,552
1548,0.7,Premium,H,VS2,62.2,58.0,5.74,5.68,3.55,2184
5280,0.46,Fair,F,SI1,64.9,58.0,4.81,4.77,3.11,1003
19972,0.55,Very Good,H,VVS1,61.1,57.0,5.26,5.35,3.24,1881
6658,0.7,Very Good,D,SI1,58.3,62.0,5.78,5.84,3.39,2563
25097,0.91,Premium,D,SI2,61.2,58.0,6.21,6.25,3.81,3958
19897,0.41,Ideal,F,SI1,62.9,56.0,4.73,4.71,2.97,969
22013,0.85,Ideal,D,VS2,61.9,55.0,6.07,6.14,3.78,3821
7386,1.13,Ideal,I,VS1,61.9,55.0,6.67,6.7,4.14,6980
23132,0.8,Ideal,E,SI1,61.9,55.0,5.94,5.98,3.69,4125
16710,0.32,Ideal,G,SI1,61.8,55.0,4.4,4.43,2.73,449
13101,1.64,Fair,E,SI2,63.1,60.0,7.58,7.5,4.75,8954
1252,2.2,Ideal,I,SI2,62.2,56.0,8.33,8.29,5.17,13512
19626,1.67,Ideal,G,VS1,61.5,55.0,7.62,7.67,4.7,16643
10180,0.84,Premium,E,SI2,59.2,59.0,6.19,6.14,3.65,3086
2286,0.5,Ideal,H,VS1,60.5,57.0,5.15,5.19,3.13,1449
10628,0.34,Ideal,D,VS2,60.8,57.0,4.5,4.52,2.74,805
26336,2.21,Premium,H,SI2,59.0,59.0,8.51,8.46,5.01,13872
6958,0.33,Ideal,H,SI2,61.3,55.0,4.48,4.49,2.75,433
8402,0.3,Premium,E,SI1,60.6,58.0,4.34,4.3,2.62,675
5679,0.27,Very Good,E,VS2,58.6,57.0,4.3,4.33,2.53,449
10484,0.41,Very Good,H,VVS1,59.5,58.0,4.82,4.86,2.88,991
2020,1.05,Premium,F,SI2,62.3,56.0,6.55,6.51,4.07,4363
18903,0.94,Premium,G,SI1,61.9,57.0,6.29,6.24,3.88,4106
5634,0.52,Very Good,D,VS2,60.9,58.0,5.22,5.16,3.16,1555
19100,0.53,Ideal,F,VS1,61.6,55.0,5.21,5.24,3.22,1619
4622,0.7,Very Good,I,VVS1,61.6,58.0,5.69,5.71,3.51,2390
6169,0.52,Premium,H,VS1,61.4,57.0,5.27,5.16,3.2,1577
25999,0.25,Very Good,E,VVS2,63.1,56.0,4.05,4.0,2.54,740
2550,0.29,Ideal,F,VVS2,61.1,58.0,4.26,4.28,2.61,715
7774,0.37,Ideal,E,VS2,62.7,56.0,4.6,4.55,2.87,1041
923,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,6579
21620,0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,4084
23797,0.73,Ideal,G,SI1,60.7,56.0,5.89,5.81,3.55,2659
21662,1.13,Ideal,E,VVS1,61.5,56.0,6.68,6.71,4.12,11641
7149,1.13,Very Good,J,VS2,62.0,59.0,6.62,6.66,4.12,4206
5771,2.01,Good,I,VS2,63.8,58.0,7.82,7.89,5.01,15147
990,1.0,Premium,F,SI1,60.6,62.0,6.43,6.4,3.89,5410
22723,0.41,Premium,D,SI1,60.5,60.0,4.77,4.81,2.9,791
3682,0.77,Good,F,VS1,59.3,56.0,5.98,6.03,3.56,3393
6982,1.01,Very Good,I,SI2,63.7,57.0,6.32,6.36,4.04,3998
25938,1.5,Good,H,VS1,64.2,56.0,7.3,7.09,4.62,8749
17960,0.56,Premium,F,SI1,62.7,59.0,5.27,5.22,3.29,2016
16289,1.12,Very Good,H,SI1,62.3,55.0,6.64,6.69,4.15,5236
26406,1.51,Ideal,G,VVS2,62.1,58.0,7.34,7.31,4.54,15529
21018,0.94,Premium,H,VS2,60.1,59.0,6.32,6.35,3.81,4629
25841,0.33,Ideal,F,VVS1,61.8,53.0,4.48,4.51,2.78,880
21893,0.52,Ideal,D,VS2,,56.0,5.2,5.15,3.17,1919
23770,0.35,Premium,E,VS2,59.5,58.0,4.62,4.59,2.74,984
5949,0.46,Premium,E,VS1,61.7,59.0,4.93,4.96,3.05,1372
26661,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3007
2604,1.51,Premium,G,SI2,62.7,57.0,7.33,7.29,4.58,7145
19661,1.16,Ideal,G,IF,62.3,55.0,6.79,6.73,4.21,10082
12832,1.02,Ideal,I,VS2,60.8,57.0,6.42,6.5,3.93,4281
6893,0.41,Ideal,G,SI1,61.7,54.0,4.78,4.81,2.96,688
23988,0.41,Premium,F,VVS1,61.3,59.0,4.73,4.79,2.92,1295
7753,0.43,Ideal,F,VS2,61.1,56.0,4.91,4.88,2.99,968
3791,0.31,Premium,H,VVS2,62.4,59.0,4.35,4.31,2.7,802
9737,0.7,Premium,F,SI1,61.6,55.0,5.7,5.66,3.5,2348
10151,1.01,Premium,F,VS2,61.4,57.0,6.51,6.45,3.98,6923
1026,0.45,Ideal,D,SI2,62.0,55.0,4.92,4.95,3.06,706
1996,1.0,Premium,F,VVS2,61.9,61.0,6.45,6.32,3.95,7204
1551,0.75,Very Good,E,SI1,60.2,60.0,5.89,5.93,3.56,2968
1530,0.4,Very Good,E,VVS2,,60.0,4.8,4.84,2.88,1184
13986,0.53,Premium,E,SI2,60.5,60.0,5.21,5.24,3.16,1141
24627,1.31,Premium,I,VS2,60.0,58.0,7.15,7.11,4.28,6921
2559,0.7,Ideal,G,VS2,61.8,54.0,5.71,5.74,3.54,2593
3152,0.41,Ideal,D,VS1,61.2,57.0,4.77,4.81,2.93,1018
16836,0.43,Good,F,SI1,63.8,57.0,4.8,4.82,3.07,739
11512,0.3,Ideal,E,VS2,62.0,55.0,4.3,4.25,2.65,844
3739,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,2532
12245,0.7,Good,H,VS2,,63.0,5.87,5.92,3.34,2187
4959,1.82,Premium,H,SI1,62.0,59.0,7.81,7.77,4.83,14949
18877,0.76,Ideal,F,VS2,61.6,55.0,5.88,5.9,3.63,2725
24123,1.16,Ideal,G,VS2,62.3,57.0,6.72,6.66,4.17,7203
8152,1.57,Premium,G,SI1,59.5,58.0,7.61,7.56,4.51,11113
21571,0.8,Very Good,D,VS2,63.1,57.0,5.94,5.89,3.73,3135
4598,0.34,Ideal,F,VVS2,59.1,57.0,4.66,4.61,2.74,1071
24919,0.75,Ideal,F,VS2,62.5,57.0,5.78,5.83,3.63,2893
5914,1.08,Ideal,H,SI2,59.3,57.0,6.74,6.71,3.99,4536
9298,0.54,Ideal,F,VVS2,61.6,56.0,5.23,5.26,3.23,2231
5267,0.71,Premium,G,SI1,62.3,56.0,5.69,5.65,3.53,2283
11338,0.7,Very Good,F,SI1,60.0,58.0,5.75,5.79,3.46,2553
12569,1.24,Ideal,I,SI1,62.1,56.0,6.84,6.88,4.26,5797
8668,1.0,Premium,H,VVS2,61.4,59.0,6.49,6.45,3.97,5914
5639,1.17,Ideal,D,SI2,62.7,57.0,6.7,6.72,4.21,5842
660,0.33,Ideal,F,VS2,60.5,55.0,4.55,4.47,2.73,854
24369,0.5,Good,E,VS2,63.1,61.0,5.0,5.05,3.17,1419
26935,1.75,Ideal,I,SI1,61.8,56.0,7.67,7.71,4.75,13393
9588,0.32,Very Good,D,SI1,63.0,57.0,4.35,4.38,2.75,526
15936,0.32,Very Good,G,VS2,62.6,58.0,4.37,4.39,2.74,561
9440,0.58,Ideal,E,SI1,61.5,55.0,5.34,5.39,3.3,1636
20207,1.01,Very Good,H,SI1,63.1,59.0,6.34,6.43,4.03,4705
23112,0.41,Ideal,F,VVS2,62.6,55.0,4.76,4.73,2.97,1192
2775,1.31,Premium,J,SI1,59.6,59.0,7.16,7.13,4.26,5876
12444,1.0,Ideal,G,SI2,62.3,56.0,6.46,6.44,3.96,4861
16173,0.3,Ideal,E,VS2,62.3,56.0,4.34,4.3,2.69,844
17893,2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,18795
14098,1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,15164
16632,0.9,Ideal,G,VVS2,61.9,56.0,6.15,6.22,3.83,5335
9565,0.4,Ideal,G,VS1,60.7,57.0,4.77,4.78,2.9,877
25736,0.9,Premium,E,SI1,62.3,61.0,6.17,6.12,3.83,3800
18631,0.34,Premium,G,VS2,62.0,59.0,4.43,4.47,2.76,596
14916,0.35,Ideal,H,VVS1,62.0,53.9,4.5,4.53,2.8,743
3321,0.79,Premium,E,VS2,59.4,60.0,6.08,6.05,3.6,3230
2901,0.37,Premium,I,VS1,,59.0,4.61,4.55,2.81,749
3491,0.9,Premium,E,SI1,60.7,61.0,6.19,6.17,3.75,3625
18575,1.68,Ideal,E,SI2,60.4,55.0,7.7,7.79,4.68,11781
19920,0.33,Ideal,E,VS2,61.0,57.0,4.46,4.43,2.71,928
3906,1.02,Very Good,G,VVS1,63.0,58.0,6.4,6.43,4.04,7657
3959,0.9,Very Good,E,SI1,63.1,61.0,6.18,6.14,3.89,4092
14253,0.73,Very Good,E,VS2,63.1,55.0,5.77,5.71,3.62,3066
4110,1.07,Ideal,H,VS2,63.6,59.0,6.46,6.42,4.09,5698
16045,1.0,Premium,G,VS1,62.3,58.0,6.39,6.3,3.95,6290
20712,0.5,Ideal,I,SI1,61.5,54.0,5.13,5.15,3.16,1008
15535,0.95,Good,G,VVS2,57.7,59.7,6.5,6.58,3.77,5817
18761,1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,7966
12667,0.33,Premium,F,VS2,61.2,58.0,4.5,4.45,2.74,854
10531,1.01,Ideal,H,SI2,61.7,56.0,6.41,6.46,3.97,4357
14310,0.31,Premium,G,VS1,61.2,59.0,4.37,4.35,2.67,802
1094,1.52,Good,E,VS1,63.9,56.0,7.25,7.21,4.62,15792
3201,0.41,Good,E,SI1,63.6,58.0,4.72,4.74,3.01,705
22151,2.04,Very Good,I,VS2,60.3,59.0,8.18,8.2,4.94,17315
778,0.44,Premium,D,SI1,61.9,59.0,4.9,4.86,3.02,1089
13055,1.25,Premium,H,SI1,60.7,58.0,7.04,6.99,4.26,5027
25889,0.91,Ideal,G,VS1,61.3,56.0,6.28,6.21,3.83,4029
24541,0.3,Ideal,G,VS2,61.6,57.0,4.3,4.33,2.66,545
11736,0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,1350
15203,0.51,Premium,E,VVS2,62.1,57.0,5.18,5.15,3.21,2185
15123,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,6945
17240,1.53,Ideal,H,SI1,61.1,57.0,7.45,7.44,4.55,10659
19345,0.95,Good,I,SI2,63.8,57.0,6.23,6.13,3.94,2905
10847,0.7,Good,E,SI2,56.9,61.0,5.85,5.9,3.34,1793
17552,0.3,Ideal,G,VS1,61.5,56.0,4.34,4.28,2.65,776
22538,1.22,Ideal,H,VS2,61.4,57.0,6.89,6.85,4.22,6947
19771,0.79,Very Good,F,SI1,58.5,61.0,6.03,6.08,3.54,3073
25849,0.3,Ideal,H,VVS2,62.2,57.0,4.26,4.29,2.66,590
4433,0.4,Very Good,G,VVS2,61.6,58.0,4.73,4.78,2.93,925
1262,1.73,Good,E,SI1,64.2,58.0,7.54,7.5,4.83,14479
17100,1.19,Ideal,F,VVS2,61.7,56.0,6.82,6.85,4.22,10436
25465,2.0,Good,E,SI2,64.7,57.0,7.75,7.86,5.05,15393
21312,1.04,Ideal,G,SI2,61.9,58.0,6.47,6.51,4.02,4973
4810,1.19,Very Good,F,SI1,60.8,59.0,6.85,6.89,4.18,6526
26452,1.06,Premium,G,SI1,61.5,59.0,6.57,6.53,4.03,5113
19298,0.56,Ideal,G,SI1,62.3,53.0,5.31,5.28,3.3,1591
7985,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,1985
3639,0.52,Ideal,H,VS1,61.7,55.0,5.21,5.17,3.2,1790
23678,0.31,Very Good,D,SI2,62.9,54.0,4.3,4.35,2.72,462
26732,0.9,Fair,D,VS2,57.4,65.0,6.26,6.29,3.6,4277
13164,0.9,Good,J,VS2,62.3,64.0,6.09,6.17,3.82,3423
15461,1.03,Premium,G,VS1,62.1,59.0,6.48,6.4,4.0,6479
9321,0.75,Very Good,F,VS1,57.9,62.0,5.96,6.0,3.46,3268
10762,0.42,Premium,D,SI1,62.1,59.0,4.77,4.79,2.97,810
1939,0.53,Good,J,VS2,63.8,57.0,5.1,5.12,3.26,1023
6988,0.31,Ideal,E,VS2,61.8,55.0,4.4,4.37,2.71,872
7761,0.24,Premium,H,VVS1,60.8,59.0,4.02,4.0,2.44,554
16724,0.36,Very Good,D,VS1,62.8,55.0,4.52,4.55,2.85,793
23497,0.55,Ideal,E,SI1,61.7,56.0,5.24,5.29,3.25,1551
7724,0.7,Premium,G,VS1,63.0,60.0,5.64,5.57,3.53,2838
17842,0.26,Premium,H,VVS1,59.8,59.0,4.12,4.17,2.48,468
14447,0.7,Very Good,D,SI1,60.3,60.0,5.74,5.77,3.47,2656
7666,0.7,Very Good,I,SI2,60.9,59.0,5.7,5.76,3.49,1603
5386,1.61,Ideal,F,SI1,62.6,58.0,7.44,7.48,4.67,12085
11329,1.0,Good,E,VVS2,63.5,55.0,6.31,6.36,4.02,8750
11430,2.12,Premium,G,SI2,62.6,59.0,8.18,8.12,5.1,18164
7758,1.34,Ideal,H,VS2,60.8,55.0,7.18,7.12,4.35,7999
457,1.01,Premium,G,SI1,61.5,59.0,6.48,6.43,3.97,5006
20094,0.2,Ideal,D,VS2,61.5,57.0,3.81,3.77,2.33,367
18240,0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,4795
16119,1.52,Premium,G,VVS1,62.7,59.0,7.32,7.35,4.6,12498
11208,0.52,Very Good,E,SI2,61.8,54.0,5.15,5.18,3.19,1120
7594,0.32,Ideal,D,SI2,62.4,54.0,4.4,4.38,2.74,612
9229,0.54,Very Good,J,SI1,61.3,55.0,5.23,5.28,3.22,1080
19596,0.46,Ideal,E,VVS1,62.6,57.0,4.89,4.98,3.09,1586
24813,0.73,Ideal,D,SI1,61.2,57.0,5.79,5.81,3.55,2947
14071,0.37,Very Good,F,IF,60.4,57.0,4.65,4.68,2.81,995
20052,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,8107
13886,1.01,Very Good,G,VS1,63.5,59.0,6.36,6.31,4.02,6529
25624,0.74,Very Good,J,VS1,62.7,58.0,5.75,5.8,3.62,2170
793,1.52,Premium,F,VS2,60.9,61.0,7.46,7.28,4.49,13919
1230,0.3,Very Good,E,SI2,61.6,61.0,4.25,4.29,2.63,421
18981,0.43,Ideal,F,VVS2,62.2,55.0,4.85,4.83,3.01,1250
22680,0.79,Premium,H,SI2,61.6,58.0,5.98,5.94,3.67,1998
10140,0.35,Ideal,I,VS2,59.8,57.0,4.6,4.59,2.75,630
4145,0.51,Premium,D,SI1,59.9,61.0,5.18,5.14,3.09,1574
21394,0.76,Ideal,E,VVS1,61.8,54.0,5.9,5.87,3.64,4382
3683,0.31,Ideal,D,VS2,61.8,56.0,4.36,4.32,2.68,942
23402,0.53,Ideal,E,VS2,62.0,55.0,5.17,5.21,3.22,1607
15181,0.23,Very Good,E,VVS1,61.1,60.0,3.95,4.01,2.43,530
1405,1.41,Very Good,H,SI2,58.5,57.0,7.36,7.44,4.33,7339
25989,1.03,Very Good,G,I1,63.2,58.0,6.44,6.34,4.04,2988
10483,0.7,Premium,F,SI2,59.8,56.0,5.78,5.73,3.44,2184
19453,1.3,Premium,F,VS2,60.4,59.0,7.06,7.12,4.28,9909
1672,0.59,Premium,E,VS2,59.1,61.0,5.61,5.53,3.29,1641
14583,0.24,Very Good,D,VVS1,59.2,59.0,4.04,4.1,2.41,478
302,0.33,Ideal,E,VS1,61.1,56.0,4.45,4.48,2.73,850
8606,0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,445
26447,1.0,Good,I,SI1,63.8,58.0,6.28,6.32,4.02,3850
12374,0.32,Ideal,G,VS1,61.6,57.0,4.38,4.42,2.71,645
22384,0.73,Very Good,E,SI1,58.6,57.0,5.91,6.0,3.49,2441
6731,0.32,Ideal,G,VS1,62.3,56.0,4.37,4.39,2.73,645
15728,0.56,Ideal,G,VS1,60.6,56.0,5.36,5.33,3.24,1915
20352,1.01,Ideal,E,VVS1,62.0,57.0,6.45,6.39,3.98,11154
19517,0.41,Good,E,VS1,58.4,58.0,4.88,4.91,2.86,917
4697,2.54,Very Good,I,SI2,62.4,60.0,8.58,8.73,5.4,17996
26710,0.41,Ideal,J,VVS1,61.2,57.0,4.82,4.79,2.94,994
14063,0.3,Ideal,G,VVS1,62.1,57.0,4.27,4.29,2.66,764
21741,0.73,Premium,F,VS2,59.9,59.0,5.87,5.77,3.5,2841
24458,0.9,Very Good,G,VS2,58.5,59.0,6.35,6.36,3.72,4484
25750,0.51,Ideal,E,SI1,61.5,57.0,5.11,5.16,3.16,1682
24082,1.09,Ideal,G,VS1,61.7,54.0,6.65,6.7,4.12,7992
23863,1.01,Fair,G,VS2,64.4,58.0,6.25,6.18,4.0,4887
11346,1.1,Premium,D,VVS2,61.7,56.0,6.65,6.64,4.1,11233
20434,1.01,Fair,F,VS2,64.5,58.0,6.28,6.18,4.02,5226
13222,0.3,Ideal,H,VVS1,62.3,57.0,4.25,4.28,2.65,650
2408,0.5,Premium,I,SI1,61.7,58.0,5.15,5.09,3.16,1059
3866,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,5831
9675,2.34,Premium,I,I1,61.5,60.0,8.47,8.43,5.2,8491
9091,0.44,Ideal,F,SI1,61.0,57.0,4.89,4.91,2.99,810
13773,0.71,Very Good,G,SI2,63.4,56.0,5.71,5.6,3.59,1740
23547,1.67,Very Good,H,SI1,59.4,61.0,7.73,7.78,4.61,11146
2811,1.03,Fair,G,SI1,66.1,56.0,6.26,6.2,4.12,3052
389,0.42,Ideal,E,SI1,62.1,55.0,4.81,4.79,2.98,953
3232,0.31,Ideal,G,VVS1,61.9,55.0,4.3,4.36,2.68,816
3489,0.9,Ideal,F,VS2,62.6,56.0,6.16,6.23,3.88,4801
21175,0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,2999
14101,1.08,Very Good,F,SI1,58.2,63.0,6.69,6.78,3.92,5256
3780,0.55,Ideal,J,SI1,62.5,57.0,5.24,5.22,3.27,1059
21217,1.14,Premium,F,SI2,62.8,58.0,6.61,6.56,4.14,4399
22693,0.76,Ideal,F,SI2,61.6,57.0,5.91,5.85,3.62,2253
20048,0.3,Ideal,E,VS2,62.1,55.0,4.3,4.33,2.68,658
19536,0.7,Very Good,G,VS2,59.3,60.0,5.77,5.83,3.43,2539
24605,0.71,Very Good,E,VS2,60.7,58.0,5.73,5.81,3.5,3217
1105,1.0,Very Good,F,VS2,63.2,59.0,6.35,6.3,4.0,6296
21315,1.12,Very Good,G,VVS1,58.9,60.0,6.78,6.91,4.03,8072
6533,1.61,Very Good,G,SI1,,56.0,7.44,7.54,4.69,12028
10209,2.32,Premium,J,VS2,62.4,57.0,8.48,8.4,5.27,17053
16583,1.2,Ideal,G,SI2,62.2,56.0,6.74,6.84,4.22,5385
17704,0.53,Premium,D,VS1,62.4,61.0,5.25,5.14,3.24,1940
14613,0.26,Very Good,G,VVS1,61.8,57.0,4.06,4.1,2.52,545
24201,0.35,Ideal,E,SI2,61.7,56.0,4.55,4.53,2.8,630
9738,0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,590
6668,0.4,Very Good,E,SI1,62.9,58.0,4.71,4.74,2.97,707
20848,1.0,Good,G,VS1,63.9,55.0,6.34,6.28,4.03,6028
505,0.7,Very Good,G,SI2,60.6,58.0,5.72,5.77,3.48,2057
7161,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2476
14576,1.02,Premium,F,VS1,62.0,59.0,6.41,6.39,3.97,7485
14600,0.7,Very Good,E,VS1,62.2,55.0,5.65,5.67,3.52,3154
24932,1.06,Premium,F,SI1,62.1,58.0,6.5,6.52,4.04,5142
5745,0.71,Ideal,E,VS1,62.1,53.0,5.76,5.73,3.57,2963
3452,1.42,Very Good,I,VS1,,65.0,7.28,7.2,4.35,6894
24102,1.15,Ideal,H,SI2,62.2,57.0,6.68,6.63,4.14,4186
15972,0.32,Premium,G,SI1,61.6,58.0,4.36,4.4,2.7,477
3655,1.01,Very Good,F,VS2,63.6,59.0,6.3,6.34,4.02,6714
19616,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,9095
6417,0.41,Good,E,SI1,63.2,58.0,4.68,4.72,2.97,705
1868,0.4,Ideal,F,VVS1,61.3,55.0,4.78,4.75,2.92,1323
12513,0.38,Ideal,F,VS2,62.0,56.0,4.66,4.63,2.88,1026
7689,1.5,Very Good,J,SI1,62.5,58.0,7.24,7.29,4.54,6987
19715,0.27,Ideal,D,VVS1,61.7,57.0,4.2,4.16,2.58,752
22405,2.11,Very Good,G,SI2,62.2,60.0,8.15,8.19,5.08,16188
18909,1.27,Good,J,SI2,66.0,59.0,6.71,6.75,4.44,4542
6355,0.91,Very Good,E,SI1,62.1,60.0,6.21,6.25,3.87,4284
17445,0.4,Premium,E,SI1,60.9,60.0,4.75,4.77,2.9,737
4217,1.24,Premium,F,VS1,60.1,59.0,6.99,7.02,4.21,9738
5323,1.7,Ideal,F,VS2,61.3,54.0,7.72,7.67,4.72,17662
12070,0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,2519
26110,0.5,Ideal,F,VVS2,62.2,54.0,5.11,5.09,3.17,2160
16008,1.71,Premium,F,VS2,62.3,59.0,7.57,7.53,4.7,18791
2918,1.01,Premium,D,VS1,62.4,58.0,6.38,6.41,3.99,8265
9977,0.41,Ideal,F,VS1,62.1,56.0,4.8,4.77,2.97,1076
1617,0.81,Premium,D,SI1,60.7,58.0,6.07,5.99,3.66,3135
2731,0.53,Ideal,E,SI1,61.9,55.0,5.2,5.24,3.23,1585
15734,0.52,Very Good,E,VS2,62.8,55.0,5.11,5.15,3.22,1621
13376,0.3,Ideal,F,VS2,62.6,54.0,4.3,4.33,2.7,567
9590,1.09,Ideal,E,SI2,61.9,55.0,6.64,6.6,4.1,5127
10851,0.31,Ideal,H,VS2,,54.0,4.35,4.4,2.69,518
11923,2.0,Good,D,SI2,63.8,57.0,7.93,7.88,5.04,10528
1488,0.41,Ideal,H,SI1,62.6,55.0,4.79,4.77,2.99,876
8576,0.74,Ideal,D,VS2,61.8,56.0,5.79,5.82,3.59,3858
11187,1.05,Very Good,E,SI2,63.3,57.0,6.5,6.46,4.1,4763
3459,0.27,Good,E,VS1,57.5,63.0,4.24,4.28,2.45,377
7043,1.19,Premium,H,SI1,60.8,59.0,6.87,6.84,4.17,5698
